Charc,Movie
",Aditya Pancholi,Ronit Roy,Tiger Prabhakar,Akkineni Nageswara Rao,Sivaji Ganesan,Krishnam Raju,Sangeeta Bijlani,Satyendra Kapoor,Danny Denzongpa",Tahqiqaat
",Farida Jalal,Arjun Singh,Alok Nath,Shakti Kapoor,Sharbani Mukherjee,Johnny Lever,Sunny Deol",Kaise Kahoon Ke... Pyaar Hai
",Amitabh Bachchan,Vikram Singh,Dewan Ranbir Singh,Manisha Koirala,Nirupa Roy,Aadesh Shrivastav,Raghuvaran,Shilpa Shetty,Mukesh Rishi,Prem Chopra",Lal Baadshah
",Yash Chopra,Shah Rukh Khan,Aditya Chopra,Anushka Sharma,Katrina Kaif,A. R. Rahman,Anupama Chopra,Anupam Kher",Jab Tak Hai Jaan
",Kay Kay Menon,Manish Gupta,Virendra Saxena,Arbaaz Khan,Vikram Gokhale",The Stoneman Murders
",Mansur",Majboor
",Anil Kapoor,Sunny Deol,Javed Akhtar,Kishore Kumar,Shekhar Kapur,Meenakshi Sheshadri,Rajesh Vivek",Joshilaay
,Sanyasi
",Amitabh Bachchan,Shashi Kapoor,Yash Chopra,Nirupa Roy,Salim Khan,Javed Akhtar,Parveen Babi,Neetu Singh,Salim-Javed,Dilip Kumar,Anupama Chopra,John Woo",Deewaar
",Antara Mali,Tusshar Kapoor",Gayab
,Tyaag
",Bipasha Basu,Dino Morea,Vikram Gokhale,Alok Nath,Himesh Reshammiya,Arjan Bajwa",Ishq Hai Tumse
",Salman Khan,Bhoomika Chawla,Satish Kaushik,Himesh Reshammiya,Amisha Patel",Tere Naam
",Shikhar Dhawan,Vijay Hazare,Rohit Sharma,Gautam Gambhir,Murali Vijay",Shikhar
",Sanjeev Kumar,Nasir Hussain,Aamir Khan,Rati Agnihotri,Rajiv Kapoor,Jaya Prada,Sunny Deol",Zabardast
",Ayesha Takia,Imtiaz Ali,Dharmendra",Socha Na Tha
",Rajesh Khanna,Anand Bakshi,Vinod Khanna,Sachin Bhowmick,Jagdish Kumar,Asha Parekh,Aruna Irani,Rajendra Nath,Nirupa Roy",Aan Milo Sajna
",Paresh Rawal,Akshay Kumar,Suniel Shetty,Bipasha Basu,Indra Kumar,Rimi Sen,Charlie Chaplin,Himesh Reshammiya,Sharat Saxena,Rajpal Yadav,Jason Statham",Phir Hera Pheri
",Preity Zinta,Saif Ali Khan,Arshad Warsi,Siddharth Anand,Tania Zaetta,Jugal Hansraj,Yash Chopra,Abhishek Bachchan,Aditya Chopra",Salaam Namaste
",Kiran Kumar,Vinod Mehra,Manohar Singh,Raveena Tandon,Salman Khan,Reema Lagoo",Patthar Ke Phool
",Netaji Subhas Chandra Bose,A. R. Rahman,Shyam Benegal,Mian Akbar Shah,Adolf Hitler",Netaji Subhas Chandra Bose: The Forgotten Hero
",Madhuri Dixit,Anil Kapoor,Tatineni Rama Rao,Raghu,Mohsin Khan",Pratikar
",Sangeeta Bijlani,Mithun Chakraborty,Kimi Katkar",Numbri Aadmi
",Mukesh Tiwari",Sorry Daddy
",David Dhawan,Ileana D'Cruz,Ekta Kapoor,Anupam Kher,Shobha Kapoor",Main Tera Hero
",Shreyas Talpade,Minissha Lamba,Tusshar Kapoor,Raghav Mathur,Mika Singh,Vijay Prakash",Hum Tum Shabana
",Prakash Jha,Annu Kapoor,Manohar Singh",Damul
",Mithun Chakraborty,Akbar,Ram,Satyendra Kapoor,Jayshree Gadkar",Mar Mitenge
,3G
",Rani Mukerji,Konkona Sen Sharma,Jaya Bachchan,Abhishek Bachchan,Pradeep Sarkar,Kunal Kapoor,Anupam Kher,Aditya Chopra,Hema Malini",Laaga Chunari Mein Daag
",Randeep Hooda,Emraan Hashmi,Mahesh Bhatt",Jannat
,Army
",Rajesh Khanna,Shammi Kapoor,Sulakshana Pandit,Johnny Walker,Farida Jalal,Lalita Pawar,Kishore Kumar,Lata Mangeshkar,Ranjeet,Viju Khote",Bundal Baaz
",Mithun Chakraborty,Asha Bhosle,Kishore Kumar,Sri Devi,Moushumi Chatterjee,Kader Khan,Alisha Chinoy,Gulshan Grover,Asrani",Waqt Ki Awaz
",Rohit Roy,Feroz Khan,Fardeen Khan,Koena Mitra,Jehangir,Shabbir Ahmed,Gulshan Grover",Ek Khiladi Ek Haseena
",Aristotle,Queen Elizabeth I,Harry Houdini,Hans Christian Andersen,Jean Piaget",Entertainment
",Kanti Shah,Mithun Chakraborty,Anand Raj Anand,Chetan Bhagat,Shakti Kapoor,Mukesh Rishi",Gunda
",Anubhav Mohanty",Anubhav
",Rani Padmini",Aashiq
",Mithun Chakraborty,Rati Agnihotri,Danny Denzongpa,T. Rama Rao",Mujhe Insaaf Chahiye
",Farhan Akhtar,Deepika Padukone,Javed Akhtar,Ram Kapoor,Shefali Shah,Karsh Kale,Ritesh Sidhwani,Anupama Chopra",Karthik Calling Karthik
",Ravi Tandon,Rishi Kapoor,Neetu Singh",Jhoota Kahin Ka
",Badshah Khan,Amitabh Bachchan,Inspector Aziz Mirza,Sridevi,Mukul S. Anand,Danny Denzongpa,Shilpa Shirodkar,Akkineni Nagarjuna,Anand Bakshi,Sanjay Dutt",Khuda Gawah
",Mithun Chakraborty,Kader Khan",Sanyasi Mera Naam
",Supriya Pathak,Raj Babbar,Hrishikesh Mukherjee,Rekha,Amol Palekar,Deven Verma",Jhoothi
",Rakeysh Omprakash Mehra,A. R. Rahman,Aamir Khan,Prasoon Joshi,Kunal Kapoor",Rang De Basanti
",Bappi Lahiri,Vijay Arora",Aakhri Cheekh
,Nishad
,Lovers
",Amitabh Bachchan,Dhanush,Abhishek Bachchan,Ilaiyaraaja,Mahesh Bhatt",Shamitabh
",Kamal Haasan,Thengai Srinivasan,Rajnikanth,Mohan",Aakhri Sangram
",Pulkit Samrat,Manjot Singh,Richa Chadda",Fukrey
",Shivani,Rani Mukerji,Pradeep Sarkar",Mardaani
",Henry IV,Charles Darwin,Robert Louis Stevenson,Cole Porter",Tom Dick And Harry
,Parivaar
",Anita Raj,Mithun Chakraborty,Parveen Babi",Karm Yudh
",Shakti Kapoor,Ayesha Takia,Vatsal Sheth,Farida Jalal,Gulshan Grover,Amrish Puri,Mukesh Tiwari,Himesh Reshammiya,Sadashiv Amrapurkar",Taarzan: The Wonder Car
",Nana Patekar,Sonali Kulkarni,Ramesh Sippy,Bappi Lahiri,Sameera Reddy",Taxi No. 9211
",Shreyas Talpade,Deepak Dobriyal,Rakeysh Omprakash Mehra,Yograj Singh,Sukhwinder Singh,Anupama Chopra,Daler Mehndi",Teen Thay Bhai
",Akbar",Rajput
",Prem Chopra,Akshay Kumar,Mukesh Rishi,Kader Khan,Sunil Shetty,Kiran Kumar,Karishma Kapoor,Sonali Bendre,Johnny Lever",Sapoot
",Ranbir Kapoor,Kabir,Deepika Padukone,Kalki Koechlin,Karan Johar,Ayan Mukerji,Anupama Chopra,Farooq Sheikh",Yeh Jawaani Hai Deewani
",Mithun Chakraborty,Amrish Puri,Supriya Pathak,Saeed Jaffrey,Suresh Oberoi,Bharat Bhushan,Padmini Kolhapure,Shafi Inamdar,Shammi Kapoor,Deepak Parashar",Daata
",Genghis Khan,Prince Milan Obrenović,Peter Maivia,Lord Lugard",Blood Brothers
",Twinkle Khanna,Akshay Kumar,Mukesh Khanna,Aadesh Shrivastava,Gulshan Grover,Vivek Shauq",International Khiladi
",Amitabh Bachchan,Jaya Prada,Bappi Lahiri,Anupam Kher,Shabbir Kumar,Lata Mangeshkar",Aaj Ka Arjun
",Jugesh Akshay Kumar,Sajid Nadiadwala,Mithun Chakraborty,Malaika Arora Khan,Chunky Pandey,Shreyas Talpade,Shazahn Padamsee,Boman Irani,Sajid Khan,Virendra Saxena,Randhir Kapoor,Dara Singh,Rishi Kapoor",Housefull 2
,Drohi
",Ram,Vinod Mehra,Moushumi Chatterjee,Jeetendra,S. Ramanathan,Madan Puri,Nirupa Roy",Kahani Ek Chor Ki
",Manisha Koirala,Anil Kapoor,Rani Mukerji,Sudhir Mishra",Calcutta Mail
",Ajay Devgan,Suresh Gopi,Madhoo,Hema Malini,Aruna Irani,Veeru Devgan,Kumar Sanu,Mammootty,Alisha Chinai,Anuradha Paudwal,Alka Yagnik,Udit Narayan",Phool
",Dev Anand,Aamir Khan,Aditya Pancholi,Bappi Lahiri,Vikram Singh,Asha Bhosle,Amit Kumar,Udit Narayan",Awwal Number
",Amit Trivedi,Habib Faisal,Aditya Chopra,Anu Malik",Ishaqzaade
",Bobby Deol,Akshay Kapoor,Nana Patekar",Ek: The Power of One
,Ameer Aadmi Gharib Aadmi
",Mithun Chakraborty,Shilpa Shirodkar,Farah Naaz,S. A. Chandrasekhar",Jeevan Ki Shatranj
",Mithun Chakraborty,Bindiya Goswami,Ashim Samanta",Aamne Samne
",Aamir Khan,Riyaz Khan,Shah Rukh Khan,A. R. Rahman,Memento Mori,Allu Aravind,Tinnu Anand",Ghajini
",Aamir Khan",Afsana Pyaar Ka
",Rekha",Ghungroo Ki Awaaz
",Anita Raj,Jeetendra,Rekha,Dasari Narayana Rao,Sobhan Babu,Kader Khan",Mehndi Rang Layegi
",Vishal Bhardwaj,Françoise Sagan,Ingrid Bergman,Sonali Kulkarni,Anthony Perkins",Jahan Tum Le Chalo
",Vinod Khanna,Prakash Mehra,Amitabh Bachchan,Amjad Khan,Kishore Kumar,Shreeram Lagoo",Muqaddar Ka Sikander
",don Sadhu Yadav,Amit Kumar,Mukesh Tiwari,Prakash Jha,Anupama Chopra,Gracy Singh,Mohan Agashe,Priyanka Chopra,Yashpal Sharma",Gangaajal
,Revati
",Anita Raj,Tatineni Rama Rao,Dharmendra,Krishnam Raju,Kader Khan,Anupam Kher,Shakti Kapoor,Prem Chopra,Rajinikanth,Shreeram Lagoo",Insaf Ki Pukar
",Ajay Sharma,Madan Chopra,Shah Rukh Khan,Salman Khan,Priyanka Chopra,Anu Malik,Shilpa Shetty,Kajol,Salim Khan,Dr. Alban,Sridevi",Baazigar
",Prashanta Nanda,Ravindra Jain",Naiyya
",Taslima Nasrin",Lajja
",Basu Bhattacharya,Rekha,Daisy Irani,Om Puri",Aastha: In the Prison of Spring
",Kabir Khan,Aditya Chopra,Salman Shahid,Arshad Warsi,John Abraham",Kabul Express
",Mugdha Godse,Sneha Ullal,Rekha",Bezubaan
",Ram,Yugo Sako",Ramayana: The Legend of Prince Rama
",Om Puri,Annu Kapoor,Hrishita Bhatt,Sanjay Mishra",Miss Tanakpur Haazir Ho
",Rajesh Khanna",Awara Baap
",Rajesh Khanna,Dimple Kapadia,Chunky Pandey,S.A. Chandrasekhar,Sangeeta Bijlani,Poonam Dhillon",Jai Shiv Shankar
",Kamal Haasan,Rahul Bose,Samrat Chakrabarti,Isha Sharvani,Andrea Jeremiah,Shekhar Kapur",Vishwaroop
",Kunal,Riya,Arjun Rampal,Satish Kaushik,Amitabh Bachchan,Sunil Shetty,Bipasha Basu,Rajpal Yadav,Mallika Sherawat,Anil Kapoor,Randeep Hooda,Ram Gopal Varma",Darna Zaroori Hai
",Salman Khan,Sridevi",Chandra Mukhi
",Shreyas Talpade,Naseeruddin Shah,Nagesh Kukunoor,Elahe Hiptoola",Bombay to Bangkok
",Ustad Zakir Hussain,Swanand Kirkire",Maazii
,Lorie
",Dina Pathak,Rati Agnihotri,Mithun Chakraborty,Surinder Kaur",Rakta Bandhan
",Dilip Kumar,Sunil Dutt",Joggers Park
",Asha Parekh,Utpal Dutt,Bindiya Goswami,Mithun Chakraborty,Anand Bakshi,Basu Chatterjee",Prem Vivah
",Rajendra Kumar,Geeta Bali,Devendra Goel,Madan Puri",Vachan
",Madhuri Dixit,Konkona Sen Sharma,Kunal Kapoor,Sushmita Sen,Priya Ranjan Dasmunsi",Aaja Nachle
",Rakesh Roshan,Rishi Kapoor,Rajesh Roshan,Anil Kapoor,Juhi Chawla",Karobaar: The Business of Love
",Raima Sen,Rabindranath Tagore,Rituparno Ghosh,Swastika Mukherjee,David Stratton,Margaret Pomeranz",Chokher Bali
",Karisma Kapoor,Sanjay Dutt,Shakti Kapoor,Salman Khan,David Dhawan",Chal Mere Bhai
",Saif Ali Khan,Manisha Koirala,Ustad Nusrat Fateh Ali Khan,Jackie Chan,Namrata Shirodkar,Raj Khosla,Kabir Bedi,Anand Bakshi,Vinod Khanna,Moushumi Chatterjee",Kachche Dhaage
",Mithun Chakraborty,Ravikant Nagaich",Laparwah
",Pooja Bhatt,Mahesh Bhatt,Akshay Kumar,Anu Malik,Vikram Bhatt,Aadesh Shrivastava,Javed Akhtar,Sonali Bendre,Aftab Shivdasani,Akkineni Nagarjuna,Paresh Rawal,Gulshan Grover",Angaaray
",Bipasha Basu,Akshay Kumar,Bobby Deol,Kareena Kapoor,Alan J. Pakula,Sharat Saxena,Johnny Lever,Dalip Tahil,Anu Malik",Ajnabee
",Arjun Singh,Amisha Patel,Sunny Deol,Asha Bhonsle,Michael Powell,Harry Baweja,Mukesh Tiwari,Mukesh Rishi,Abrar Ul Haq,Aarti Chabaria,Sukhshinder Shinda,Neha Dhupia,Murli Sharma,Aashish Chaudhary",Teesri Aankh
",Raveena Tandon,Kadar Khan,Prem Chopra,Johnny Lever,David Dhawan,Minister Manohar Joshi",Dulhe Raja
,Shakti
",Divya Bharti,Amrita Singh,Jeetendra,Kamal Sadanah,Ayesha Jhulka,Kumar Sanu",Rang
",Akshay Kumar,Firoz A. Nadiadwala,Paresh Rawal,Aftab Shivdasani,Sunil Shetty,Shahid Kapoor,Vikram Bhatt,Amisha Patel,Vivek Oberoi,Kareena kapoor,Anu Malik,Rimi Sen,Vijay Raaz",Deewane Huye Paagal
",Naseeruddin Shah,Aamir Khan,Sonali Bendre,John Matthew Matthan",Sarfarosh
",Bill Yeoman,Eric Crouch,Bob Ladouceur,Jack Lengyel",Veer
",Abhishek Bachchan,Kabir Bhai,Amitabh Bachchan,Raveena Tandon,Puri Jagannath,Hema Malini,Charmy Kaur,Sonal Chauhan,Sonu Sood,Raj Thackeray",Bbuddah... Hoga Terra Baap
",Anil Kapoor,Madhuri Dixit,N. Chandra,Daggubati Venkatesh,Shreya Ghoshal,Suresh Oberoi",Tezaab
",Aamir Khan,Kajol,Kunal Kohli,Rishi Kapoor,Sharat Saxena",Fanaa
",Priyadarshan,Akshay Kumar,Vishwas Rao,Kulbhushan Kharbanda,Tinu Anand",Khatta Meetha
",Mithun Chakraborty,Ravikant Nagaich,Shakti Kapoor,Ranjeeta Kaur",Tarkeeb
",K. Bhagyaraj,Anil Kapoor,Nagarjuna,Sri Devi",Mr. Bechara
",Karan Singh,Raj Babbar,Gulshan Grover",Gundagardi
",Gul Panag,Prakash Jha,Purab Kohli,Prashant Pandey",Turning 30!!!
",Sanjay Leela Bhansali,Manisha Koirala,Seema Biswas,Nana Patekar,Salman Khan,Remo Fernandes,Majrooh Sultanpuri",Khamoshi: The Musical
",Rohit Shetty,Akshay Kumar,Priyanka Chopra",Khiladi
",Papa John",Pizza
",Nilu Phule,Anita Raj,Kamal Haasan,Anand Bakshi,Karan Razdan,Arjun Chakraborty,Shriram Lagoo,Mohanlal Sharma",Zara Si Zindagi
,Ek Mahal Ho Sapno Ka
",Ekta Kapoor,Anup Soni",Ghar
",Master Dinanath",Man Ki Aankhen
",Lynne Truss",A question mark
",Meera Syal,Ayesha Dharker,Chandeep Uppal,Anna Brewster",Anita and Me
",Arun Govil,Tarachand Barjatya,K J Yesudas,Sulakshana Pandit,Anand Kumar",Sawan Ko Aane Do
",Sanjeev Kumar,Amitabh Bachchan,Mohammed Zahur Khayyam,Yash Chopra,Sahir Ludhianvi,Kamal Hassan,Kishore Kumar,Gulshan Rai,Waheeda Rehman,Shoban Babu,Hema Malini",Trishul
",Ram Kapoor",Mere Dad Ki Maruti
",Dev Anand,Rajesh Roshan,Ajit Khan,Amjad Khan,Prem Chopra,Shreeram Lagoo,Tom Alter,A. K. Hangal",Des Pardes
",Ravindra Jain,Sachin Dev Burman,Shashi Kapoor,Anand Bakshi,Zeenat Aman",Deewaangee
",Sharad Malhotra,Palak Muchhal",From Sydney with Love
",Natalie Portman,Zooey Deschanel,Katharine Hepburn,Emily Browning,Roger Ebert,Zoe Kazan,Jim Carrey,Stuart Murdoch,Kate Winslet,Kirsten Dunst,Marc Webb,Adam Scott,Sarah Jessica Parker",Dream Girl
",Raj Kapoor,Ravindra Jain,Meera",Ram Teri Ganga Maili
",Shah Rukh Khan,Yash Chopra,Anupama Chopra,Aditya Chopra,Kajol,Roger Ebert,Salman Khan",Dilwale Dulhania Le Jayenge
",Saif Ali Khan,Ram Gopal Varma,Shah Rukh Khan,Fardeen Khan,Sonali Bendre,Aftab Shivdasani,Twinkle Khanna,Johnny Lever,Dalip Tahil",Love Ke Liye Kuchh Bhi Karega
",Jugal Hansraj,Mahesh Bhatt,Anupam Kher,Rajesh Roshan,Alok Nath,Reema Lagoo,Rahul Roy",Papa Kehte Hai
",Vidhu Vinod Chopra,Nana Patekar,Anil Kapoor,Renu Saluja,Jackie Shroff,Madhuri Dixit,Suresh Oberoi,Binod Pradhan,Imtiyaz Husain",Parinda
",Rajendra Kumar,Raj Kapoor,Ravindra Jain,Prem Chopra,Farida Jalal,Aruna Irani,Asha Bhosle",Do Jasoos
",Shahid Kapoor,Sanjay Kapoor,Amit Trivedi",Shaandaar
",Helen Jairag Richardson,Raakhee,Majrooh Sultanpuri",Mere Sajna
",Ravindra Jain,Tarachand Barjatya,Madan Puri",Geet Gaata Chal
",Sanjay Dutt,Satish Kaushik,Anupam Kher,Ameesha Patel,Joginder",Chatur Singh Two Star
",Naseeruddin Shah,Dilip Prabhavalkar",Encounter: The Killing
",Mithun Chakraborty",Param Dharam
",Sonam Kapoor,Juhi Chawla",Ladki
",Mallika Sherawat,Farhan Akhtar,Vidya Balan,Rahul Bose,Saket Chaudhary,Sophie Choudhary",Pyaar Ke Side Effects
",Rani Mukerji,Saif Ali Khan,Javed Jaffrey,Siddharth Anand,Javed Akhtar,Victor Banerjee,Will Ferrell",Ta Ra Rum Pum
",Nimmi,Gul Panag,Raima Sen,Abhay Deol,Roman Polanski,Jack Nicholson,Raghu",Manorama Six Feet Under
,Aasoo Bane Angaarey
",Anupam Kher,Urmila Matondkar,Jahnu Barua,Parvin Dabas",Maine Gandhi Ko Nahin Mara
",Minissha Lamba,Yashpal Sharma,Jimmy Shergill,Anupama Chopra,Shantanu Moitra,Gulzar",Yahaan
",Smita Patil,Naseeruddin Shah,Ketan Mehta,Suresh Oberoi,Mohan Gokhale,Benjamin Gilani",Mirch Masala
",Janak Singh,Rajesh Khanna,Hema Malini,Vinod Khanna,Raaj Kumar,Kishore Kumar,Parveen Sultana,Priya Rajvansh,Majrooh Sultanpuri",Kudrat
",Farooq Sheikh,Salman Khan,Rekha,Kader Khan,Asrani",Biwi Ho To Aisi
",Aftab Shivdasani",Mr Ya Miss
",Sohail Khan,Ekta Kapoor,Anita Hassanandani,Shobha Kapoor,Kabir,Rajendranath Zutshi,Anu Malik,Hiten Tejwani,Rati Agnihotri",Krishna Cottage
",Gordon Melton",Shaitan
",John Abraham,Dolly Ahluwalia,Annu Kapoor,Sumanth",Vicky Donor
",Mansoor Khan,Ashutosh Gowariker,Aamir Khan,Sunny Deol",Lagaan: Once Upon a Time in India
",Shashi Kapoor,Kunal Kapoor,Annu Kapoor,Sanjana Kapoor,Shekhar Suman,Amitabh Bachchan,Girish Karnad,Anuradha Patel,Suresh Wadkar,Shankar Nag,Asha Bhosle,Anuradha Paudwal,Kulbhushan Kharbanda,Anupam Kher,Neena Gupta,Amjad Khan,Lata Mangeshkar",Utsav
",Smita Patil,Girish Karnad,Nana Patekar",Sutradhar
",Rajendra Kumar,Prem Chopra,Rajendra Nath",Aap Aye Bahaar Ayee
",Raveena Tandon,Shah Rukh Khan,Kiran Kumar,Amit Kumar",Yeh Lamhe Judaai Ke
,Prague
,Main Tera Dushman
,Shabd
",Jeetendra,Bappi Lahiri,Jaya Prada,Kader Khan",Pataal Bhairavi
",Sharman Joshi,Karan Singh Grover,Vikram Bhatt,Priyanshu Chatterjee,Gurmeet Choudhary,Salman Khan",Hate Story 3
",Rajendra Kumar,Reena Roy,Asha Parekh,Vasant Desai,Ravikant Nagaich,Satyendra Kapoor,Neetu Singh,Feroz Khan",Rani Aur Lalpari
",Juhi Chawla,Aamir Khan,Mahesh Bhatt,Tahir Hussain,Alka Yagnik,Kunal Khemu",Hum Hain Rahi Pyar Ke
",Aamir Khan,Imran Khan,Abbas Tyrewala,Mansoor Khan,Genelia D'Souza,A. R. Rahman,Rashid Ali",Jaane Tu... Ya Jaane Na
,Rudraksh
",Amrita Singh,Bobby Deol,Sunny Deol,Simple Kapadia,Lala Lajpatrai,Rajkumar Santoshi",23rd March 1931: Shaheed
",Shahrukh Khan,Amitabh Bachchan,Hema Malini,Salim Khan,Ravi Chopra,Javed Akhtar,Mahima Chaudhry,Samir Soni,Saif Ali Khan,Rimi Sen,Jaya Pradha,Lilette Dubey,Paresh Rawal,Juhi Chawla,Aadesh Shrivastava,Suman Ranganathan",Baghban
",Sardar Khan,Nawazuddin Siddiqui,Sergio Leone,Nagma,Durga,Tigmanshu Dhulia",Gangs of Wasseypur  Part 2
",Javed Jaffrey,Aditya Pancholi,Sangeeta Bijlani",Shiv Ram
",Anu Malik,Veena Malik,Shriya Saran,Akshaye Khanna",Gali Gali Chor Hai
",Shashi Kapoor,Amitabh Bachchan,Kader Khan,Hema Malini,Ram,Shreeram Lagoo,Parveen Babi,Rajesh Roshan",Do Aur Do Paanch
",Rahul Roy,Ranjeet",Ghazab Tamasha
",Jackie Shroff,Dimple Kapadia,Sharat Saxena,Sadashiv Amrapurkar,Upasana Singh,Gulshan Grover",2001: Do Hazaar Ek
",Naseeruddin Shah,Paresh Rawal,Annu Kapoor,Shah,Omid Djalili",Dharam Sankat
",Vishal Bhardwaj,Arya Babbar,Mao Tse Tung,Shabana Azmi,Rekha Bhardwaj,Anushka Sharma,Anupama Chopra,Sukhwinder Singh",Matru Ki Bijlee Ka Mandola
",Jeetendra,Prem Chopra,Shakti Kapoor,Anu Malik,Chiranjeevi",Dav Pech
",Anupam Kher,Paresh Rawal,Anil Kapoor,Madhuri Dixit",Jeevan Ek Sanghursh
",Mohit Suri,Mahesh Bhatt,Bhushan Kumar,Madhur Bhandarkar,Anupama Chopra",Aashiqui 2
",Sunil Dutt,Reena Roy,Durga,Rajkumar Kohli,Jeetendra,Smita Patil",Badle Ki Aag
",Paresh Rawal,Kim Sharma,Rahul Dholakia",Kehtaa Hai Dil Baar Baar
",Shashi Kapoor,Anil Sharma,Zeenat Aman",Bandhan Kuchchey Dhaagon Ka
",Rajiv Rai,Paresh Rawal,Kajol,Manisha Koirala,Bobby Deol,Prem Chopra,Sharat Saxena,Raj Babbar,Anand Bakshi,Dalip Tahil,Priya Tendulkar",Gupt: The Hidden Truth
",Sudhir Mishra,Rajendra Gupta",Main Zinda Hoon
",Akshay Kumar,Snoop Dogg,Katrina Kaif,Kirron Kher,Anees Bazmee,Frank Capra,Jackie Chan,Ranvir Shorey,Sonu Sood,Shreya Ghoshal",Singh Is Kinng
",Vidya Balan,Dia Mirza,Rajendra Gupta,Supriya Pathak,Arjan Bajwa,Tanvi Azmi,Shreya Ghoshal,Shantanu Moitra,Swanand Kirkire,Kiran Kumar",Bobby Jasoos
",Kabir Sagar,Sai Paranjpye,Raghubir Yadav",Papeeha
",Yash Tonk,Tusshar Kapoor,Rishi Kapoor,Esha Deol,Anita Hassanandani,Anurag Basu,Anu Malik,Jeetendra",Kucch To Hai
",Gulshan Grover,Paresh Rawal,Ashish Vidyarthi,Mohammad Iqbal Khan,Anuj Sawhney,Amitabh Bachchan",Fun 2shh: Dudes in the 10th Century
",Basu Chatterjee,Amol Palekar,Tarachand Barjatya,Ramesh Aravind,Ravindra Jain,Subhash Ghai,Suresh Gopi,K. J. Yesudas,Mahima Chaudhry,Sooraj R. Barjatya",Chitchor
",Anupama Chopra",Haunted  3D
",Sanjay Dutt,Afzal Khan,Madhuri Dixit",Mahaanta
",Kajol,Harish Patel,Meg Ryan,Kevin Kline,Kashmira Shah",Pyaar To Hona Hi Tha
",Raveena Tandon,Karishma Kapoor,Salman Khan,Paresh Rawal,Aamir Khan,Shakti Kapoor,Rajkumar Santoshi,Shehzad Khan",Andaz
",Durga,Akshay Kumar,Sridevi,Kiran Kumar,Anupam Kher,Gulshan Grover",Meri Biwi Ka Jawab Nahin
",Anupam Kher,Shikha Swaroop,Mithun Chakraborty,Shakti Kapoor,Mohanlal,Shafi Inamdar",Pyar Hua Chori Chori
",Uday Chopra,Priyanka Chopra,Dino Morea,Anupam Kher,Jugal Hansraj",Pyaar Impossible!
",Geeta Basra,Dr Zeus",Second Hand Husband
",Rinke Khanna,Dino Morea,Sanjay Suri",Pyaar Mein Kabhi Kabhi
",Akshay Kumar,Anu Malik,Bipasha Basu,Himesh Reshammiya,Anil Kapoor,Katrina Kaif,Bhushan Kumar,Raj Kanwar",Humko Deewana Kar Gaye
",Ram,Jeetendra,Rekha",Ek Hi Bhool
",Kiran Kumar,Dev Anand,Javed Jaffrey,Aashif Sheikh,Kader Khan,Hema Malini",Aman Ke Farishtey
",Anand Raj Anand,Manisha Koirala,Jai Prakash,Sharad Kapoor,Aryan Vaid,Preeti Jhangiani",Chaahat  Ek Nasha
",Aurangzeb,Shah Jahan,Guru Gobind Singh,Akbar",Aurangzeb
",Mithun Chakraborty,Sarika",Ghamandee
",Balraj Sahni,Kishore Kumar,Parikshit Sahni,Rafi Sahab",Pavitra Paapi
",Kiron Kher,Vanraj Bhatia,Rajeshwari Sachdev,Javed Akhtar,Amrish Puri,Shyam Benegal,Rajit Kapur",Sardari Begum
",Jon Bon Jovi,Richie Sambora,Bob Seger",Wanted: Dead or Alive
,Aashiqui.in
",Farhan Akhtar,Shah Rukh Khan,Priyanka Chopra,Boman Irani,Arjun Rampal,Kareena Kapoor,Amitabh Bachchan",Don: The Chase Begins Again
",Bipasha Basu,Emraan Hashmi,Vikram Bhatt,Pooja Bhatt,Dino Morea,Mahesh Bhatt",Raaz 3
",Farhan Akhtar,Hrithik Roshan,Katrina Kaif,Javed Akhtar,Abhay Deol,Imran Khan,Kalki Koechlin,Kabir",Zindagi Na Milegi Dobara
",Prem Chopra,Ashok Kumar,Padmini Kolhapure,Mithun Chakraborty,Deven Verma,Nirupa Roy,Sadashiv Amrapurkar,Aruna Irani,Kader Khan,Shafi Inamdar",Dana Paani
",Hrithik Roshan,Sanjay Dutt,Priyanka Chopra,Karan Johar,Rishi Kapoor,Amitabh Bachchan,Katrina Kaif,Hiroo Yash Johar,Harivansh Rai Bachchan",Agneepath
",Shah Rukh Khan,Irrfan Khan,Lara Dutta,Kareena Kapoor,Rajpal Yadav,Deepika Padukone,Priyanka Chopra,Abhijeet Bhattacharya,Asrani,Akshay Kumar",Billu
",Camilla Belle,Rob Lowe,Akshay Kumar,Robert Lieberman,Anupam Kher,Ludacris,Paul Gross,Russell Peters,Jassi Sidhu,Sandeep Chowta",Speedy Singhs
",Shruti Haasan,Riya,Sonu Sood,Atif Aslam,Prabhu Deva,Shreya Ghoshal,Poonam Dhillon",Ramaiya Vastavaiya
",Sanjay Leela Bhansali",Jo Hum Chahein
",Upasana Singh,Reema Sen,Mohanlal,Rajpal Yadav,Murli Sharma",Chal Chala Chal
",Sonam Kapoor,A. R. Rahman,Abhay Deol,Shahid Kapoor",Raanjhanaa
",Sridevi",Lakshya
",Frank Hyneman Knight,Bernard Madoff",Risk
",Manisha Koirala,Krzysztof Kieślowski,Ranvir Shorey",Ek Chotisi Love Story
",Kabir Walia,Jaidev,Vikram Bhatt,Gurmeet Choudhary,Mahesh Bhatt,Fazal",Khamoshiyan: Silences Have Secrets
